chr1	231368	231369	0.759
chr1	233126	233127	0.5134
chr1	233242	233243	0.5247
chr1	233681	233682	0.3639
chr1	233920	233921	0.4564
chr1	234002	234003	0.5259
chr1	245156	245157	0.5787
chr1	245398	245399	0.1124
chr1	245489	245490	0.3135
chr1	245888	245889	0.2345
chr1	248705	248706	0.2349
chr1	248896	248897	0.2428
chr1	249042	249043	0.1232
chr1	249540	249541	0.2754
chr1	251676	251677	0.3458
chr1	251720	251721	0.3805
chr1	251748	251749	0.5571
chr1	251789	251790	0.3945
chr1	254918	254919	0.9462
chr1	255757	255758	0.9077
chr1	255817	255818	0.8612
chr1	262383	262384	0.6325
chr1	262462	262463	0.7118
chr1	262799	262800	0.7863
chr1	263060	263061	0.5814
chr1	264968	264969	0.7978
chr1	265451	265452	0.7793
chr1	265690	265691	0.7961
chr1	265751	265752	0.7951
chr1	265809	265810	0.8284
chr1	271530	271531	0.7541
chr1	271969	271970	0.8348
chr1	272182	272183	0.7835
chr1	272284	272285	0.8135
chr1	272357	272358	0.8364
