chr1	200983	200984	0.3493
chr1	201073	201074	0.3105
chr1	201132	201133	0.2268
chr1	201313	201314	0.34
chr1	203040	203041	0.5378
chr1	203462	203463	0.3123
chr1	203823	203824	0.3625
chr1	203940	203941	0.4007
chr1	210683	210684	0.3389
chr1	210860	210861	0.3579
chr1	210968	210969	0.2964
chr1	211031	211032	0.251
chr1	211457	211458	0.352
chr1	211554	211555	0.2269
chr1	211635	211636	0.3855
chr1	212381	212382	0.509
chr1	212682	212683	0.324
chr1	212834	212835	0.2819
chr1	212946	212947	0.4573
chr1	214060	214061	0.7748
chr1	214475	214476	0.7346
chr1	214846	214847	0.6984
chr1	215070	215071	0.5971
chr1	216962	216963	0.7091
chr1	216998	216999	0.7001
chr1	217018	217019	0.4955
chr1	217039	217040	0.6796
chr1	217051	217052	0.5306
chr1	217098	217099	0.6141
chr1	217145	217146	0.6722
chr1	217233	217234	0.579
chr1	217271	217272	0.5934
chr1	217305	217306	0.3877
chr1	217321	217322	0.5475
chr1	217330	217331	0.5432
chr1	217344	217345	0.5144
chr1	217354	217355	0.6155
chr1	217371	217372	0.7237
chr1	217404	217405	0.5338
chr1	217407	217408	0.4997
chr1	217432	217433	0.3678
chr1	217469	217470	0.4015
chr1	217507	217508	0.6457
chr1	217532	217533	0.4084
chr1	217563	217564	0.3665
chr1	217600	217601	0.6702
chr1	217610	217611	0.4163
chr1	217651	217652	0.5548
chr1	217658	217659	0.6541
chr1	217664	217665	0.5968
chr1	217685	217686	0.5539
chr1	217712	217713	0.736
chr1	217759	217760	0.6014
chr1	217807	217808	0.5121
chr1	217839	217840	0.7443
chr1	217874	217875	0.3574
chr1	217902	217903	0.6143
chr1	217930	217931	0.6231
chr1	217968	217969	0.6043
chr1	217974	217975	0.6539
chr1	217984	217985	0.6367
chr1	218006	218007	0.6173
chr1	218018	218019	0.4677
chr1	218020	218021	0.704
chr1	218853	218854	0.688
chr1	219080	219081	0.6998
chr1	219395	219396	0.518
chr1	219590	219591	0.6303
chr1	219748	219749	0.601
chr1	222887	222888	0.7527
chr1	223359	223360	0.7623
chr1	223851	223852	0.5685
chr1	223908	223909	0.5953
chr1	223968	223969	0.6723
chr1	225749	225750	0.2196
chr1	225777	225778	0.2319
chr1	225818	225819	0.4048
chr1	228221	228222	0.2855
chr1	228599	228600	0.4379
chr1	228803	228804	0.3565
chr1	229100	229101	0.6197
chr1	229181	229182	0.4329
chr1	230325	230326	0.6878
chr1	230455	230456	0.8184
chr1	230992	230993	0.5734
chr1	231289	231290	0.8638
chr1	231368	231369	0.7756
chr1	233126	233127	0.5228
chr1	233242	233243	0.5065
chr1	233681	233682	0.4042
chr1	233920	233921	0.5532
chr1	234002	234003	0.5171
chr1	245156	245157	0.5702
chr1	245398	245399	0.1413
chr1	245489	245490	0.3244
chr1	245888	245889	0.2082
chr1	246022	246023	0.2721
chr1	248705	248706	0.2678
chr1	248896	248897	0.2459
chr1	249042	249043	0.097
chr1	249540	249541	0.247
chr1	251676	251677	0.3335
chr1	251720	251721	0.453
chr1	251748	251749	0.5613
chr1	251789	251790	0.356
chr1	254918	254919	0.8973
chr1	255363	255364	0.7097
chr1	255757	255758	0.895
chr1	255817	255818	0.8261
chr1	262383	262384	0.6826
chr1	262462	262463	0.7432
chr1	262799	262800	0.7369
chr1	263060	263061	0.5756
chr1	264968	264969	0.7409
chr1	265451	265452	0.8207
chr1	265690	265691	0.7998
chr1	265751	265752	0.7957
chr1	265809	265810	0.8232
chr1	271530	271531	0.7966
chr1	271969	271970	0.8227
chr1	272182	272183	0.75
chr1	272284	272285	0.8269
chr1	272357	272358	0.9089
